50 0.0008953485216 7.032199243e-10 2
100 0.0008971376546 7.046394824e-10 2
150 0.0009000827498 7.069667664e-10 2
200 0.0009041680983 7.101894571e-10 2
250 0.0009093783423 7.1429551e-10 2
300 0.0009156984581 7.192731411e-10 2
350 0.0009231137375 7.251108134e-10 2
400 0.0009316097701 7.317972221e-10 2
450 0.000941172425 7.393212805e-10 2
500 0.0009517878328 7.476721058e-10 2
550 0.0009634423679 7.568390056e-10 2
600 0.0009761226321 7.668114642e-10 2
650 0.0009898154378 7.775791304e-10 2
700 0.001004507794 7.89131806e-10 2
750 0.001020186891 8.014594342e-10 2
800 0.001036840089 8.145520902e-10 2
850 0.001054454906 8.283999721e-10 2
900 0.001073019007 8.429933926e-10 2
950 0.001092520195 8.583227721e-10 2
1000 0.001112946403 8.743786323e-10 2
1050 0.001134285687 8.911515908e-10 2
1100 0.001156526221 9.086323569e-10 2
1150 0.001179656291 9.268117273e-10 2
1200 0.001203664289 9.456805834e-10 2
1250 0.001228538715 9.652298886e-10 2
1300 0.001254268171 9.854506865e-10 2
1350 0.001280841356 1.006334099e-09 2
1400 0.001308247073 1.027871327e-09 2
1450 0.001336474219 1.050053646e-09 2
1500 0.001365511792 1.07287241e-09 2
1550 0.001395348885 1.09631905e-09 2
1600 0.00142597469 1.120385072e-09 2
1650 0.001457378495 1.14506206e-09 2
1700 0.001489549689 1.170341675e-09 2
1750 0.001522477758 1.196215655e-09 2
1800 0.001556152288 1.222675819e-09 2
1850 0.001590562965 1.249714061e-09 2
1900 0.001625699576 1.277322358e-09 2
1950 0.00166155201 1.305492765e-09 2
2000 0.001698110257 1.334217417e-09 2
2050 0.001735364412 1.363488531e-09 2
2100 0.001865355374 1.381206557e-09 4
2150 0.001883922664 1.392073947e-09 4
2200 0.001902555274 1.403028538e-09 4
2250 0.001921247248 1.414066252e-09 4
2300 0.001939993134 1.425183322e-09 4
2350 0.001958787935 1.436376253e-09 4
2400 0.001977627071 1.447641787e-09 4
2450 0.001996506341 1.458976877e-09 4
2500 0.002015421882 1.470378664e-09 4
2550 0.002034370137 1.48184446e-09 4
2600 0.002053347827 1.493371725e-09 4
2650 0.002072351922 1.504958058e-09 4
2700 0.002091379618 1.516601185e-09 4
2750 0.002110428315 1.528298941e-09 4
2800 0.0021294956 1.540049271e-09 4
2850 0.00214857923 1.551850212e-09 4
2900 0.002167677116 1.563699891e-09 4
2950 0.002186787312 1.57559652e-09 4
3000 0.002205907998 1.587538384e-09 4
3050 0.002225037477 1.599523841e-09 4
3100 0.00224417416 1.611551316e-09 4
3150 0.002263316558 1.623619295e-09 4
3200 0.002282463278 1.635726325e-09 4
3250 0.002301613009 1.647871007e-09 4
